plot_id  | movie_id | contents
4671|tt0306685|When an international criminal (Dacascos) kidnaps the daughter of a gang leader (DMX) as part of a diamond heist, it causes a citys police to engage in an intensive search (led by a government agent played by Li), aided by the fathers gangsters.
4672|tt0306685|A team of professional thieves are hired to rob a jewelry exchange. Now a Chinese guy throws a monkey wrench into their plans. When its over all that they got is a bag full of black gems which is what the man who hired them wanted. Now the leader brings it to his fence. Now the Chinese man shows up wanting the gems. He also tells him that they are not gems. When they goes to the fence to get them, they discover that someone stole them. His daughter has been kidnapped by the man who owns the stones, and wants them back. They discover that the one sho stole them is a rival of the criminal, while they go to every single one of his associates to find who has them. The man who kidnapped his daughter is also doing what he can to find them.
4673|tt0087553|Sydney Schanberg is a New York Times journalist covering the civil war in Cambodia. Together with local representative Dith Pran, they cover some of the tragedy and madness of the war. When the American forces leave, Dith Pran sends his family with them, but stays behind himself to help Schanberg cover the event. As an American, Schanberg wont have any trouble leaving the country, but the situation is different for Pran; hes a local, and the Khmer Rouge are moving in.
4674|tt1343727|The future America is an irradiated waste land. On its East Coast, running from Boston to Washington DC, lies Mega City One - a vast, violent metropolis where criminals rule the chaotic streets. The only force of order lies with the urban cops called Judges who possess the combined powers of judge, jury and instant executioner. Known and feared throughout the city, Dredd is the ultimate Judge, challenged with ridding the city of its latest scourge - a dangerous drug epidemic that has users of Slo-Mo experiencing reality at a fraction of its normal speed. During a routine day on the job, Dredd is assigned to train and evaluate Cassandra Anderson, a rookie with powerful psychic abilities thanks to a genetic mutation. A heinous crime calls them to a neighborhood where fellow Judges rarely dare to venture - a 200 storey vertical slum controlled by prostitute turned drug lord Ma-Ma and her ruthless clan. When they capture one of the clans inner circle, Ma-Ma overtakes the compounds control center and wages a dirty, vicious war against the Judges that proves she will stop at nothing to protect her empire. With the body count climbing and no way out, Dredd and Anderson must confront the odds and engage in the relentless battle for their survival.
4675|tt1343727|In a dystopian future Earth, the area between New York and Boston has become a crime-ridden urban mass of 800 million people known as Mega City. Keeping the peace are combination policemen-judges who make the arrests, determine guilt and then execute the sentence. Judge Dredd is among the best at what he does and he is assigned a rookie, Cassandra Anderson, who did not meet the minimum requirements for the job but who has one talent most do not: she is a mutant with psychic abilities. They soon find themselves inside Peach Trees, a 200 story building that houses among many others Ma-Ma a gangster who produces the drug of choice in Mega City, slo-mo. Ma-Ma shuts the building down determined that Dredd and Anderson will never again see the light of day.
4676|tt1343727|In the future, the overpopulated and chaotic Mega City One with 800 million inhabitants occupies the former territory between Boston and Washington and is surrounded by desert. Justice is brought by the judges, who have the power to judge and execute the sentence against those who break the law. The incorruptible Judge Dredd is summoned by the Chief Judge to evaluate the rookie Anderson, who has failed the test for judge but is a mutant with psychic abilities. They witness a murder and chase the killer in a 200-floor building. However the laboratory of slo-mo of the drug lord Ma-Ma is located in the 200th floor and she seals the building, trapping the two judges inside. Then she orders her clan to kill Dredd and Anderson in the beginning of a gore manhunt.
4677|tt1343727|In the vast, post-apocalyptic metropolis of Mega City One on Americas east coast, the only law is provided by the Judges of the Hall of Justice - cops with the power of judge, jury and executioner. Most feared among these law-keepers is the ruthless and implacable Judge Dredd (Karl Urban). More and more of the inhabitants of Mega City One are addicted to a drug that alters the brains perception of time: Slo-Mo. While assigned to train and evaluate Cadet Judge Cassandra Anderson (Olivia Thirlby), Dredd is called to instigate a crime in Peach Trees, the notorious high-rise slum tower controlled by former prostitute-turned-drug-lord, Ma-Ma (Lena Headey) and her clan. The Judges capture one of the clans senior members and Ma-Ma locks down the tower, leaving Dredd and Anderson with a choice: escape the slum with their prisoner or climb to the top of the tower to capture Ma-Ma and judge her as well.
4678|tt0118556|Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriends apartment, intent on winning her back and waiting until she decides to leave her current lover. What Sam does not count on is being joined several weeks later by ultra hip tomboy Maggie, a photographer and motor-cyclist who is determined to get revenge on Anton, her ex-fiance. Hostile at first, the two of them eventually join forces in an attempt to separate the couple, and ruin Antons life. However, complications ensue when Sam and Maggie start falling for each other.
4679|tt0094947|Set in France around 1760, the Marquise de Merteuil needs a favour from her ex-lover, Vicomte de Valmont. One of the Marquise de Merteuils ex-lovers, Gercourt, is betrothed to a young, virtuous, woman called Cecile de Volanges. The Marquise would like Valmont to seduce Cecile before her wedding day, thus humiliating Gercourt. Meanwhile, Valmont has a conquest of his own in mind: Madame de Tourvel, a beautiful, married, and God fearing woman. The Marquise doesnt think that Valmont can seduce Mme de Tourvel. She tells him that if he can provide written proof of a sexual encounter with Mme de Tourvel, she will offer him a reward: one last night with her. Valmont, however, will find himself falling in love with Mme de Tourvel, and facing the deadly jealousy of the Marquise de Merteuil. All along, Cecile de Volanges is used as a pawn in this game of sexual conquest and scorned love.
4680|tt0094947|Set in Rococco France, a scheming widow and her ex-lover make a bet regarding the corruption of a recently married woman. The ex-lover, Valmont, bets that he can seduce her, even though she is an honorable woman. If he wins, he can have his lover to do as he will.
4681|tt0087617|A grieving family whose daughter was killed in a car crash with a drunken driver is outraged and frustrated as they encounter the inevitable bureaucratic delays in bringing the case to trial. Once in the courtroom, they are horror-stricken as the young, hard-pressed district attorney seems unable to overcome the technicalities and maneuverings that the drivers attorney uses to keep his client out of jail and still on the streets as a legal driver. When the judge is forced to rule time and again in favor of the defense, it appears that the driver might escape punishment altogether.
4682|tt0340163|Jeff Talley, a former LAPD hostage negotiator, has moved himself away from his failed career outside of Los Angeles, and away from his wife and daughter. When a convenience store robbery goes wrong in his turf, the three perpetrators move in on an unsuspecting family. But the familys father has a secret which might compromise his kin, and one of the criminals is about to jump over the edge. Jeff Talley has to get everybody to survive the night......if he can.
4683|tt0340163|In a small town in California, the chief of police Jeff Talley is facing relationship problems with his teenager daughter. One year later, he was the prime police negotiator in Los Angeles, but after an unsuccessful negotiation, he gave-up his position and decided to move with his family to a calmer life. When three punks invade the house of Walter Smith, a wealthy accountant, and jeopardize his family, holding them hostage, Jeffs family is abducted by powerful criminals to force him to retrieve a DVD with bank accountings information kept in Walters office.
4684|tt0340163|Haunted by his failure to save a child from a suicidal madman, hostage negotiator Jeff Tally leaves Los Angeles to become police chief of upscale suburb Bristo Camino. But the ghosts of Tallys previous field come back to haunt him when two brothers and their mysterious traveling companion Mars Krupchek take a suburbanite family hostage after a failed robbery. Unbenknownst to the gunmen, their hostage is actually a numbers runner for West Coast kingpin Sonny Benza, and the house contains evidence that put him away. Facing heat from associates in New York, Benza kidnaps Tallys wife and daughter and blackmails him into procuring the incriminating evidence. But the situation escalates even further when Tally discovers that Mars is a serial killer who is eyeing the hostages, and possibly his accomplices, to be his next victims.
4685|tt0340163|Devastated by a failed hostage situation which resulted in the deaths of a young mother and her child, LAPD negotiator Jeff Talley exits Los Angeles for a no profile job as chief of police in the low crime hamlet of Bristo Camino, a small town in Ventura County. When three delinquent teenagers follow home a family intending to steal their car, they have inadvertently picked the wrong house on the wrong day. The trio find themselves trapped in a multi-million dollar compound on the outskirts of town, owned by an accountant working for a mysterious crime enterprise. Panicked, the teenagers take the family hostage, placing Talley in exactly the kind of situation he never wanted to face again. Soon after, Talley readily hands authority of the hostage situation over to the Ventura County Sheriffs Department and leaves the scene. Meanwhile, inside the compound is digital information, which is time sensitive and invaluable to the mysterious criminals and critical to their enterprise. They will stop at nothing to get what belongs to them. Talley is forced to resume the command he abandoned, where the stakes quickly evolve into a hostage situation far more volatile and terrifying than anything he could ever imagine.
4686|tt0340163|When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene, however, the tables turn on Talley when his own family is kidnapped and Talley must decide which is more important: saving a family he doesnt even know or saving his own family.
4687|tt0125664|Man on the Moon is a biographical movie on the late comedian Andy Kaufman. Kaufman, along with his role on Taxi (1978), was famous for being the self-declared Intergender Wrestling Champion of the world. After beating women time and time again, Jerry Lawler (who plays himself in the movie), a professional wrestler, got tired of seeing all of this and decided to challenge Kaufman to a match. In most of the matches the two had, Lawler prevailed with the piledriver, which is a move by spiking an opponent head-first into the mat. One of the most famous moments in this feud was in the early 80s when Kaufman threw coffee on Lawler on Late Night with David Letterman (1982), got into fisticuffs with Lawler, and proceeded to sue NBC.
4688|tt0125664|A biopic based on the life of Andy Kaufman, an eccentric comedian who went onto enjoy a career as lovable foreign car mechanic Latka Gravas on TVs Taxi (1978), and later gained infamy as an inter-gender wrestling champ. The film studies some of Kaufmans comedy antics as well as his personal life and his relationship with his manager George Shapiro, his best friend/partner Bob Zmuda and his girlfriend Lynne Margulies.
4689|tt0216216|In the near future, cloning is now technically advanced, but human cloning is still illegal. Adam Gibson (Schwarzenegger) returns home after working with his friend Hank Morgan (Rapaport), only to find a clone of himself with his family. Before he has chance to find out the truth, he is attacked by a group who want him dead. Adam must escape and find out the truth from the creator of the clones, Michael Drucker (Goldwyn). Adam knows for sure you couldnt have been cloned, but isnt ready for what hes about to hear.
4690|tt0216216|Set in the near future, where cloning is carried out on everything except humans. Adams Gibson is a family man whose life is shattered when he finds himself cloned illegally by Replacement Technologies, a cloning conglomerate. Adam sets out to find who and why he was cloned, as he tries to get his life back. But the firms sinister men are after Adam to murder him before he lets out their secret. The real join hands with his impostor to fight back against the laser gun wielding thugs and financially powerful Replacement Technologies to get his family and identity back.
4691|tt0216216|In the world of the very near future, cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesnt understand, Gibson must not only save himself from the assassins who must now destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.
4692|tt0095647|Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his former Sheriff partner.
4693|tt0095647|After three Civil Rights workers, who were organizing a voter registry clinic, go missing in Mississippis Jessup County, the FBI deputes Agents Rupert Anderson and Alan Ward to investigate. After the duo encounter hostility at the hands of the county police and other males, more agents are brought in. This leads to a media frenzy, with Mayor Tilman proclaiming openly that this community is an Anglo-Saxon democracy, an example of successful segregation that has been able to withstand the onslaught of integration, and total non-acceptance of Jews, Papists, Turks, Mongols, Orientals, Asians, and Negros. While differences crop up between investigative tactics of the two agents, the Ku Klux Klan, aided by the police, target the fearful African-Americans, brutally torturing them and setting their houses on fire. With the entire local community - both black and white - refusing to come forward with any information - the FBI must now consider using other methods to try and find out what really happened to the three workers.
4694|tt0095647|In 1964, three civil rights workers from the North disappear in a small Mississippi town and the FBI are sent to investigate. Agent in charge Alan Ward does everything by the book. Agent Rupert Anderson however was a Sheriff in Mississippi before joining the FBI and understands the local culture. Hes also prepared to bend the rules a bit if it will help in the investigation. They focus on the Sheriffs office and Deputy Clinton Pell in particular as they think he may be the weakest link in the conspiracy. As the investigation intensifies however, the KKK launch a series of attacks against the local African-American population. With no one on either side prepared to talk, Ward agrees to Anderson using his own unorthodox methods to learn what happened that night and who killed the three men.
4695|tt0146309|In October, 1962, U-2 surveillance photos reveal that the Soviet Union is in the process of placing nuclear weapons in Cuba. These weapons have the capability of wiping out most of the Eastern and Southern United States in minutes if they become operational. President John F. Kennedy and his advisors must come up with a plan of action against the Soviets. Kennedy is determined to show that he is strong enough to stand up to the threat, and the Pentagon advises U.S. military strikes against Cuba--which could lead the way to another U.S. invasion of the island. However, Kennedy is reluctant to follow through, because a U.S. invasion could cause the Soviets to retaliate in Europe. A nuclear showdown appears to be almost inevitable. Can it be prevented?
4696|tt0146309|The year is 1962. USAF U-2 spy planes discover that the USSR is placing nuclear ballistic missiles in Cuba. The Chiefs of Staff warn President Kennedy and his cabinet that the missiles have the potential to kill up to 80 million Americans, and destroy a large number of USAF bomber bases - thus crippling the Americans ability to retaliate and leaving the country an easy target for Soviet invasion. Fortunately, the missiles are not yet operational, and the President and his staff try to figure out how to get the missiles out of Cuba - whether by diplomatic means or by force. Initially, diplomatic attempts fail as the Soviets lie and stonewall the President. Secretary of Defence Robert McNamara comes up with a different plan - a naval blockade of Cuba to keep new missiles from reaching the country. When the Russians ignore the blockade and try to run it, things quickly go from bad to worse. Will the Americans x26; Soviets come to a peaceful settlement - or will nuclear war result?
4697|tt0146309|In the early days of October 1962, U.S. spy planes photograph the impending installation of Soviet missile sites in Cuba. While there is widespread agreement that the missiles must not be allowed, there is no clear way to ensure that. The military feels that their destruction followed by the invasion of Cuba is likely the only option. President Kennedy realizes however that to do so, would lead the Soviet Union to invade West Berlin with the result being an all out war. He pushes his subordinates, coordinated by brother Bobby, to come up with an alternative solution. Secretary of Defence Robert McNamara proposes a naval blockade of Cuba which the U.S. initiates with the backing of the Organization of American States. Throughout the 13 day crisis, the President and his inner circle struggle to rein those who would take unilateral action and through back channels, tries to communicate with the Soviet leadership and provide them with a face-saving solution to their mutual dilemma.
4698|tt0141109|Jack Frost is a singer whos on the road most of the time so he cant spend a lot of time with his son Charlie, although they love each other very much. When Jack dies in a car accident, Charlie becomes a very sad young man, until... Jack returns as a snowman! Now they can do all the things theyve missed when Jack was human, but what will people think when they see Charlie talking to a snowman and what will happen when the weather gets warmer?
4699|tt1630036|Four men, one calling: To serve and protect. As law enforcement officers, they face danger every day. Yet when tragedy strikes close to home, these fathers are left wrestling with their hopes, their fears, and their faith. From this struggle will come a decision that changes all of their lives. With action, drama, and humor, the fourth film from Sherwood Pictures embraces Gods promise to turn the hearts of fathers to their children, and the hearts of children to their fathers. Souls will be stirred, and hearts will be challenged to be ... courageous!
4700|tt1630036|As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the world can offer. Yet when they take off their badges at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. While they consistently give their best on the job, good enough seems to be all they can muster as dads. But theyre quickly discovering that their standard is missing the mark. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. Will they be able to find a way to serve and protect those that are most dear to them? When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God ... and to their children? Courageous is the fourth release of Sherwood Pictures, the moviemaking ministry of Sherwood Church in Albany, Georgia. Their first release since FIREPROOF, the No. 1 independent film of 2008, Courageous joins Facing the Giants and Flywheel in touching and impacting lives through heartfelt stories of faith and hope. Moviegoers will again find themselves crying, laughing, and cheering-sometimes simultaneously-as they are inspired by everyday heroes who long to be the kinds of dads that make a lifelong impact on their children. Protecting the streets is second nature to these law enforcement officers. Raising their children? That will take courage. Courageous ... honor begins at home.
4701|tt1630036|From the writers of Fireproof and Facing the Giants comes a story about four law enforcement officers whose lives are deeply tested as they embrace their calling to serve and to protect. As crime fighters, they must face danger every day. Yet when tragedy hits close to home, they are left wrestling with their hopes, their faith, and their priorities as men. Like iron sharpening iron, the power of their friendship invites them to face their hidden struggles as fathers. It is out of this honesty that comes a life-altering decision. With action, drama, and humor, the fourth film from Sherwood Pictures embraces Gods promise to turn the hearts of fathers to their children, and the hearts of children to their fathers. Your soul will be stirred and your heart will be challenged to be...Courageous!
4702|tt0340855|A dark tale based on the true story of Aileen Wuornos, one of Americas first female serial killers. Wuornos had a difficult and cruel childhood plagued by abuse and drug use in Michigan. She became a prostitute by the age of thirteen, the same year she became pregnant. She eventually moved to Florida where she began earning a living as a highway prostitute--servicing the desires of semi-truck drivers. The tale focuses on the nine month period between 1989 and 1990, during which Wuornos had a lesbian relationship with a woman named Selby. And during that very same time, she also began murdering her clientele in order to get money without using sex. This turned the tables on a rather common phenomena of female highway prostitutes being the victims of serial killers--instead Wuornos, herself, carried out the deeds of a cold-blooded killer.
4703|tt0328099|Brad Gluckman (Kennedy) is a wannabe rap star from Malibu who acts and talks like hes from the hood. Concerned that his son is going to embarrass him during his campaign to become the governor of California, Brads wealthy father and his campaign manager (Underwood), hire two trained actors (Diggs and Anderson) to disguise themselves as real life gangstaz, and kidnap his son, dropping him off in the real hood in Compton, in an effort to scare the ghettofied attitude and behavior out of him.
4704|tt0101761|Oliver Stones homage to 1960s rock group The Doors also doubles as a biography of the groups late singer, the Electric Poet Jim Morrison. The movie follows Morrison from his days as a film student in Los Angeles to his death in Paris in 1971, at the age of 27. The movie features a tour-de-force performance by Val Kilmer, who not only looks like Jim Morrisons long-lost twin brother, but also sounds so much like him that he did much of his own singing. It has been written that even the surviving Doors had trouble distinguishing Kilmers vocals from Morrisons originals.
4705|tt0101761|Meeting each other in UCLA Film School in 1965, Ray Manzarek, the musician, suggests to Jim Morrison, the poet, that they form a band. With Robby Krieger and John Densmore, that band would become The Doors. Although the foundation of the group was based on consensus, Robby and John in particular increasingly see front man Jims on-stage performances self-indulgent - albeit undeniably charismatic - to his controversial lyrics. His on-stage antics are fueled in large part by excessive drug use. Outsiders begin seeing Jim as The Doors. It is that charisma that gets them a record deal with Elektra, and resulting fame. Despite his popularity with the record buying public, Jim continually has run-ins with those in authority for his anti-establishment behavior. With him and the band through it all is Jims longtime girlfriend, Pamela Courson. Theirs is a rocky relationship, primarily over Jims open infidelity - including with reporter Patricia Kennealy - and drug-induced erratic behavior.
4706|tt0338013|A man, Joel Barish, heartbroken that his girlfriend Clementine underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realizes that he still loves her, and may be too late to correct his mistake.
4707|tt0338013|A man awakes disheveled; impulsively, he skips work, heading instead to the shore. On this chilly February day, a woman in orange, hair dyed blue, chats him up: shes Clementine, hes Joel, shy and sad; by days end, he likes her. The next night she takes him to the frozen Charles River. After, as he drops her off, she asks to sleep at his place, and she runs up to get her toothbrush. Strange things occur: their meeting was not entirely chance, they have a history neither remembers. Our seeing how the lacunae came to be and their discovery of the memory loss take the rest of the film.
4708|tt0338013|Joel is stunned to discover that his girlfriend Clementine has had her memories of their tumultuous relationship erased. Out of desperation, he contracts the inventor of the process, Dr. Howard Mierzwaik, to have Clementine removed from his own memory. But as Joels memories progressively disappear, he begins to rediscover their earlier passion. From deep within the recesses of his brain, Joel attempts to escape the procedure. As Dr. Mierzwiak and his crew chase him through the maze of his memories, its clear that Joel just cant get her out of his head.
4709|tt0338013|On a Valentine Day, Joel Barish feels the impulse of going to Montauk instead of working. After spending the cold day on the beach, he meets Clementine Kruczynski on the train station and they have a crush on each other. Joel and Clementine do not know that they were mates in the past. Joel has just erased Clementine from his memories when he found that Clementine did exactly the same, when their relationship ended. However, along his erasing process, Joel becomes astonished when he finds that he still loves Clementine and he does not want to lose her, fighting for keeping the memories of their moments together instead.
4710|tt0338013|This is the story of a guy, Joel, who discovers that his long-time girlfriend, Clementine, has undergone a psychiatrists experimental procedure in which all of her memory of Joel is removed, after the couple has tried for years to get their relationship working fluidly. Frustrated by the idea of still being in love with a woman who doesnt remember their time together, Joel agrees to undergo the procedure as well, to erase his memories of Clementine. The film, which takes place mostly within Joels mind, follows his memories of Clementine backwards in time as each recent memory is replaced, and the procedure then goes on to the previous one, which is likewise seen, and then erased. Once the process starts, however, Joel realizes he doesnt really want to forget Clementine, so he starts smuggling her away into parts of his memory where she doesnt belong which alters other things about his memories as well...
4711|tt2331143|Would you choose your natural son, or the son you believed was yours after spending 6 years together? Kore-eda Hirokazu, the globally acclaimed director of Nobody Knows, Still Walking and I Wish, returns to the big screen with another family - a family thrown into torment after a phone call from the hospital where the son was born... Ryota has earned everything he has by his hard work, and believes nothing can stop him from pursuing his perfect life as a winner. Then one day, he and his wife, Midori, get an unexpected phone call from the hospital. Their 6-year-old son, Keita, is not their son - the hospital gave them the wrong baby. Ryota is forced to make a life-changing decision, to choose between nature and nurture. Seeing Midoris devotion to Keita even after learning his origin, and communicating with the rough yet caring family that has raised his natural son for the last six years, Ryota also starts to question himself: has he really been a father all these years...
4712|tt0092513|Chris Parker agrees to babysit after her dread date stands her up. Expecting a dull evening, Chris settles down with three kids for a night of TV... and boredom. But when her frantic friend Brenda calls and pleads to be rescued from the bus station in downtown Chicago, the evening soon explodes into an endless whirl of hair-raising adventures! Babysitter and kids leave their safe suburban surroundings and head for the heart of the big city, never imagining how terrifyingly funny their expedition will become!
4713|tt0092513|Chris has a big night out planned when her boyfriend cancels on her. She agrees to babysit for a preteen girl and a pubescent boy. Shes settled in for a dull night when a girlfriend calls her to say shes marooned at a downtown bus station with very seedy characters around. The three plus one of the boys friends get into the parents station wagon for a trip to the inner city. All is well until the flat tire.
4714|tt0092513|Chris Parker is a high school senior that her date stands her up. The only thing she can do now is babysit Brad and Sara Anderson, and their annoying sex fiend neighbor Darryl. When her friend Brenda is trapped in a bus station, Chris has to travel out of the suburbs to the big city. While there and with a flat tire, Chris, Brad, Sara, and Darryl get caught in the middle of a mafia deal lead by Dan Lynch because of a Playboy magazine. Will they be able to get back to the burbs?
4715|tt1572315|After the first massacre in 1974, the townspeople suspected that the Sawyer family were responsible. A vigilante mob of enraged locals surrounded the Sawyer house, burning it to the ground and killing every last member of the family. Decades later a young woman named Heather learns that she has inherited a Texas estate from her grandmother. she decides to bring her friends along on the road trip to invesitgate her inheritance. On arrival she uncovers she has inherited a mansion but is yet to uncover the terrors that lurk in the basement below it.
4716|tt0117110|The Muppets are back into action in another movie based on a novel written by Robert Louis Stevenson. Kermit the Frog and his colleagues go on a warfare against ruthless pirates. They also share their problem-solving journey on sea to rescue a treasure.
4717|tt0117110|After telling the story of Flints last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they convince Squire Trelawney to hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.
4718|tt0081060|Fifteen year olds Ferris Whitney and Angel Bright meet when they attend the same summer camp and are assigned the bunks next to each other in the same cabin. Its hate at first sight as they are seemingly polar opposites: romantic and literate Ferris comes from a wealthy and thus privileged background, while streetwise and chain-smoking Angel is from the proverbial wrong side of the tracks. But they share one similarity: they are both virgins, the only ones of their age in their cabin. Due to pressure from their cabin mates, most specifically the aggressive Cinder Carlson, the two enter into a bet on who will lose their virginity first and by the end of the summer. Ferris, who initially seems more interested in the pursuit of the opposite sex, quickly sets her sights on Gary Callahan, the much older coach at the camp. But Angel finds her own target, namely Randy Adams, an equally streetwise boy attending the camp across the lake. The process becomes a bonding exercise for the two girls, who take divergent paths to their end goal and in dealing with the aftermath of the alleged big events.
4719|tt0449467|4 interlocking stories all connected by a single gun all converge at the end and reveal a complex and tragic story of the lives of humanity around the world and how we truly arent all that different. In Morocco, a troubled married couple are on vacation trying to work out their differences. Meanwhile, a Moroccan herder buys a rifle for his sons so they can keep the jackals away from his herd. A girl in Japan dealing with rejection, the death of her mother, the emotional distance of her father, her own self-consciousness, and a disability among many other issues, deals with modern life in the enormous metropolis of Tokyo, Japan. Then, on the opposite side of the world the married couples Mexican nanny takes the couples 2 children with her to her sons wedding in Mexico, only to come into trouble on the return trip. Combined, it provides a powerful story and an equally powerful looking glass into the lives of seemingly random people around the world and it shows just how connected we really are.
4720|tt0449467|In Morocco, a shepherd buys a powerful rifle for his sons to protect his herd of goats against jackals attack. The younger decides to test the weapons range of 3 km and shots an American woman in bus. Her husband is trying the reconciliation of their lives through vacation in Morocco. Due to the incident, in San Diego their Mexican maid travels to Mexico with their children for the marriage of her son. Meanwhile in Tokyo, the police tries to contact the former owner of the rifle, and his daughter that is feeling rejected misunderstand the reason of the investigation.
4721|tt0449467|In Gen. 11:9, the name of Babel is etymologized by association with the Hebrew verb balal, to confuse or confound (www.wikipedia.org/wiki/babel)...Babel, through a series of misunderstandings, interweaves the unfortunate circumstances of a Moroccan, an American, a Mexican and a Japanese family. A Moroccan family acquires a rifle to protect their goats. An American woman, on a bus tour with her husband, is accidentally shot, which is in turn grossly exaggerated by the press who are quick to label the incident as a terrorist attack. The same couples children accompany their long-time caretaker to Mexico to attend her sons wedding, where upon re-entering the United States face problems. A Japanese widower confronts difficulties in communicating with his deaf teenage daughter whom simply craves human contact.
4722|tt0449467|Richard and Susan are a couple from San Diego, California who are vacationing in Morocco while their two children are at home with their Mexican housekeeper, Amelia. A rifle finds its way into the hands of a local herdsmans young sons, who recklessly take a shot at a tour bus and hit Susan in the shoulder, causing her severe injury. The distraught Richard calls home to tell Amelia of the situation, who shortly departs for Mexico to attend her sons wedding, with Richard and Susans children in tow. Disaster thus multiplies, with the situation in Morocco ascribed to terrorists in the media, while Amelia meets with trouble at the Mexican border when she attempts to return to San Diego with Richard and Susans children. Meanwhile, in Tokyo, a widower tied to the rifle in question, a complex shift of ownership to which the audience is privy, attempts to deal with the memories of his recently deceased wife and his strained relationship with his deaf teenage daughter.
4723|tt0346491|Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians he leads his Army across the then known world venturing further than any Westerner had ever gone all the way to India.
4724|tt0346491|Conquering 90% of the known world by the age of 25, Alexander the Great led his armies through 22,000 miles of sieges and conquests in just eight years. Coming out of tiny Macedonia, Alexander led his armies against the mighty Persian Empire, drove west to Egypt, and finally made his way east to India. This film will concentrate on those eight years of battles, as well as his relationship with his boyhood friend and battle mate, Hephaestion. Alexander died young, of illness, at 33. Alexanders conquests paved the way for the spread of Greek culture (facilitating the spread of Christianity centuries later), and removed many of the obstacles that might have prevented the expansion of the Roman Empire. In other words, the world we know today might never have been if not for Alexanders bloody, yet unifying, conquest.
4725|tt0346491|Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians he leads his Army across the then known world venturing further than any Westerner had ever gone all the way to India.
4726|tt0346491|Alexander traces the short, but adventurous life of the Macedonian conqueror, Alexander the Great (356-323 B.C.), whom conquered almost the entire known world of his era. From his childhood as the son of King Philip, to acending the thrown at age 20 in 336 B.C. upon his fathers murder, and starting in 334 B.C., Alexander crossed into Asia on his 11-year conquest of the known world. From his conquests of Egypt, to battles with the Persians and the capture of Babylon, operations near Maracanda and in Afghanistan, and pushing all the way to India where he reigned unchallenged before his sudden death at age 32. Though Alexander made use of the well-oiled army created by his father, he pushed the limits of Macedonian x26; Greek power to levels King Philip could not have dreamed of.
4727|tt0346491|Historical, glamorous biopic (with mystical and religious elements) about the life of famous Macedonian ruler and conqueror Alexander, the Great (appr. 356-323 B.C.), mainly concentrating on his youth and his conquering of Persia and India. The son of Macedonian king Phillip II and his wife Olympias became king when he was 20 years old and died with 32, by this time having conquered 90% of the world as it was explored by the time he lived, ruling over parts of three continents and several countries.
4728|tt0073812|Nora Walker is told that her British fighter pilot husband is missing in action and presumed killed in World War II. On V.E. Day, Nora gives birth to their son, who she names Tommy. While Tommy is an adolescent, Nora marries Frank, a shifty camp counselor. Shortly thereafter, Tommy suffers an emotionally traumatic experience associated with his father and step-father, which, based on things told to him at that time, results in him becoming deaf, dumb and blind, a situation which several people exploit for their own pleasure. As Nora tries several things to bring Tommy out of his psychosomatic disabilities, Tommy, now a young man, happens upon pinball as a stimulus. Playing by intuition, Tommy becomes a pinball master, which in turn makes him, and by association Nora and Frank, rich and famous. Nora literally shatters Tommy to his awakening, which ultimately leads to both the familys rise and downfall as people initially try to emulate Tommys path then rebel against it.
4729|tt0073812|Tommy is blind, deaf and dumb, but there is nothing wrong with him. As a small child, he accidentally witnessed the murder of his father by his stepfather. His mother and stepfather told him to forget everything he had seen and heard, and to never talk about it; but Tommy carried it to the extreme, turned inward, and stopped seeing, hearing or speaking at all. He suffered much while growing up, and finally found happiness in, of all things, playing pinball. When he became the world champion pinball player it brought his family fame and fortune. After being spontaneously healed, he began to teach others of his unique perspective on life, eventually becoming a religious cult figure.
